Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
Q02750	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	MAP2K1 MEK1 PRKMK1	3	-1.655	0.000001	6559256.5	7858361.0	5965331.0	23902070.3	19990872.2	21851810.4	19529348.6	"Bergmann glial cell differentiation [GO:0060020]; ERK1 and ERK2 cascade [GO:0070371]; MAPK cascade [GO:0000165]; activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; cell cycle arrest [GO:0007050]; cell motility [GO:0048870]; cellular senescence [GO:0090398]; cerebellar cortex formation [GO:0021697]; chemotaxis [GO:0006935]; epithelial cell proliferation involved in lung morphogenesis [GO:0060502]; face development [GO:0060324]; heart development [GO:0007507]; keratinocyte differentiation [GO:0030216]; labyrinthine layer development [GO:0060711]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; neuron differentiation [GO:0030182]; peptidyl-threonine phosphorylation [GO:0018107]; placenta blood vessel development [GO:0060674]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of axonogenesis [GO:0050772]; positive regulation of gene expression [GO:0010628]; positive regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903800]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of transcription, DNA-templated [GO:0045893]; protein phosphorylation [GO:0006468]; regulation of Golgi inheritance [GO:0090170]; regulation of axon regeneration [GO:0048679]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of stress-activated MAPK cascade [GO:0032872]; signal transduction [GO:0007165]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea formation [GO:0060440]"	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; protein C-terminus binding [GO:0008022]; protein N-terminus binding [GO:0047485]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]	Golgi apparatus [GO:0005794]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; late endosome [GO:0005770]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9BZA7	PCDH11X	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X) (Protocadherin-S)	PCDH11X KIAA1326 PCDH11 PCDHX	13	-1.656	0.000030	7872599.8	7688625.1	6963204.7	19907862.1	16634109.4	32323568.5	29128174.8	cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of phosphatase activity [GO:0010923]	calcium ion binding [GO:0005509]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q8N350	CBARP	Voltage-dependent calcium channel beta subunit-associated regulatory protein	CBARP C19orf26	20	-1.662	0.000004	38492067.8	37133848.2	37591162.2	161522441.5	110927743.5	101430115.6	111978698.1	negative regulation of calcium ion transmembrane transport [GO:1903170]; negative regulation of calcium ion-dependent exocytosis [GO:0045955]; negative regulation of voltage-gated calcium channel activity [GO:1901386]	ion channel binding [GO:0044325]	cell junction [GO:0030054]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; synaptic vesicle membrane [GO:0030672]
P41743	PRKCI	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (PRKC-lambda/iota) (aPKC-lambda/iota) (nPKC-iota)	PRKCI DXS1179E	11	-1.675	0.000002	39045218.5	55186649.6	50893958.2	173978860.8	152576186.2	138860327.8	148104841.9	Golgi vesicle budding [GO:0048194]; actin filament organization [GO:0007015]; bicellular tight junction assembly [GO:0070830]; cell migration [GO:0016477]; cell-cell junction organization [GO:0045216]; cellular response to insulin stimulus [GO:0032869]; cytoskeleton organization [GO:0007010]; establishment of apical/basal cell polarity [GO:0035089]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; eye photoreceptor cell development [GO:0042462]; intracellular signal transduction [GO:0035556]; membrane organization [GO:0061024]; negative regulation of apoptotic process [GO:0043066]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of neuron apoptotic process [GO:0043524]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of glucose import [GO:0046326]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; protein phosphorylation [GO:0006468]; protein targeting to membrane [GO:0006612]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; response to interleukin-1 [GO:0070555]; secretion [GO:0046903]; vesicle-mediated transport [GO:0016192]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]; protein kinase C activity [GO:0004697]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	Golgi membrane [GO:0000139]; Schaffer collateral - CA1 synapse [GO:0098685]; Schmidt-Lanterman incisure [GO:0043220]; apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell leading edge [GO:0031252]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9BRK5	SDF4	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	SDF4 CAB45 PSEC0034	9	-1.684	0.000179	10235519.0	13118138.8	10802385.9	27152110.4	27026191.6	67085193.1	35531224.0	UV protection [GO:0009650]; calcium-ion regulated exocytosis [GO:0017156]; cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; response to ethanol [GO:0045471]; zymogen granule exocytosis [GO:0070625]	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]	Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; bleb [GO:0032059]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q15942	ZYX	Zyxin (Zyxin-2)	ZYX	14	-1.686	0.000003	32732139.9	47361604.4	42800787.9	146910770.2	113440981.4	120754100.8	143073744.3	cell-cell signaling [GO:0007267]; cell-matrix adhesion [GO:0007160]; cellular response to interferon-gamma [GO:0071346]; integrin-mediated signaling pathway [GO:0007229]; regulation of inflammatory response [GO:0050727]; signal transduction [GO:0007165]; stress fiber assembly [GO:0043149]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]	RNA binding [GO:0003723]; metal ion binding [GO:0046872]	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; stress fiber [GO:0001725]
Q9ULK5	VANGL2	Vang-like protein 2 (Loop-tail protein 1 homolog) (Strabismus 1) (Van Gogh-like protein 2)	VANGL2 KIAA1215 STB1	3	-1.695	0.000001	922977.4	770741.3	853438.4	2934293.4	2535460.1	2672459.8	2844680.3	"Rho protein signal transduction [GO:0007266]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]; anterior/posterior pattern specification [GO:0009952]; apical protein localization [GO:0045176]; cell migration involved in kidney development [GO:0035787]; cochlea morphogenesis [GO:0090103]; convergent extension involved in axis elongation [GO:0060028]; convergent extension involved in neural plate elongation [GO:0022007]; digestive tract morphogenesis [GO:0048546]; dopaminergic neuron axon guidance [GO:0036514]; establishment of body hair planar orientation [GO:0048105]; establishment of planar polarity [GO:0001736]; establishment of planar polarity involved in neural tube closure [GO:0090177]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; glomerulus development [GO:0032835]; hair follicle development [GO:0001942]; heart looping [GO:0001947]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney morphogenesis [GO:0060993]; lateral sprouting involved in lung morphogenesis [GO:0060490]; membranous septum morphogenesis [GO:0003149]; muscular septum morphogenesis [GO:0003150]; neural tube closure [GO:0001843]; non-motile cilium assembly [GO:1905515]; orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis [GO:0060488]; planar cell polarity pathway involved in axis elongation [GO:0003402]; planar cell polarity pathway involved in axon guidance [GO:1904938]; planar cell polarity pathway involved in heart morphogenesis [GO:0061346]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar dichotomous subdivision of terminal units involved in lung branching morphogenesis [GO:0060489]; positive regulation of JUN kinase activity [GO:0043507]; post-anal tail morphogenesis [GO:0036342]; regulation of Wnt signaling pathway [GO:0030111]; regulation of actin cytoskeleton organization [GO:0032956]; serotonergic neuron axon guidance [GO:0036515]; somatic stem cell division [GO:0048103]; somatic stem cell population maintenance [GO:0035019]; wound healing [GO:0042060]"	0	COPII-coated ER to Golgi transport vesicle [GO:0030134]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell pole [GO:0060187]; cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]
Q8N392	ARHGAP18	Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18)	ARHGAP18	2	-1.702	0.000277	219241.2	561321.1	283097.7	1039877.3	953457.2	830216.7	1550759.8	regulation of actin cytoskeleton organization [GO:0032956]; regulation of actin filament polymerization [GO:0030833]; regulation of cell motility [GO:2000145]; regulation of cell shape [GO:0008360]; regulation of small GTPase mediated signal transduction [GO:0051056]; small GTPase mediated signal transduction [GO:0007264]	GTPase activator activity [GO:0005096]; cadherin binding [GO:0045296]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]
O95180	CACNA1H	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)	CACNA1H	10	-1.708	0.000005	2279798.3	2545100.4	2853746.6	10956404.6	7803331.2	6538703.0	8592156.0	aldosterone biosynthetic process [GO:0032342]; calcium ion import [GO:0070509]; cellular response to hormone stimulus [GO:0032870]; cellular response to potassium ion [GO:0035865]; cortisol biosynthetic process [GO:0034651]; inorganic cation transmembrane transport [GO:0098662]; membrane depolarization during action potential [GO:0086010]; muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; myoblast fusion [GO:0007520]; neuronal action potential [GO:0019228]; positive regulation of acrosome reaction [GO:2000344]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; regulation of heart contraction [GO:0008016]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]	low voltage-gated calcium channel activity [GO:0008332]; metal ion binding [GO:0046872]; scaffold protein binding [GO:0097110]; voltage-gated ion channel activity [GO:0005244]	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; voltage-gated calcium channel complex [GO:0005891]
O75167	PHACTR2	Phosphatase and actin regulator 2	PHACTR2 C6orf56 KIAA0680	4	-1.709	0.000000	757931.0	859287.1	909047.3	2785329.8	2547829.4	2869763.1	2786575.4	platelet degranulation [GO:0002576]	actin binding [GO:0003779]; protein phosphatase inhibitor activity [GO:0004864]	plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]
Q9Y5F9	PCDHGB6	Protocadherin gamma-B6 (PCDH-gamma-B6)	PCDHGB6	8	-1.717	0.008262	3048256.1	3351430.7	2503922.9	5213874.2	4378392.0	15249368.4	25323996.3	cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	calcium ion binding [GO:0005509]	integral component of plasma membrane [GO:0005887]
P58549	FXYD7	FXYD domain-containing ion transport regulator 7	FXYD7	2	-1.720	0.000007	77179851.6	98180328.7	108789245.2	268808569.6	256991692.7	320024541.7	411373115.9	ion transmembrane transport [GO:0034220]; regulation of cardiac conduction [GO:1903779]; regulation of sodium ion transmembrane transporter activity [GO:2000649]	ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]; sodium channel regulator activity [GO:0017080]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P35612	ADD2	Beta-adducin (Erythrocyte adducin subunit beta)	ADD2 ADDB	13	-1.722	0.000000	4578987.6	4545804.3	4499590.3	16022835.0	13485256.5	15244420.2	15274172.3	actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; barbed-end actin filament capping [GO:0051016]; hemopoiesis [GO:0030097]; leukocyte migration [GO:0050900]; leukocyte tethering or rolling [GO:0050901]; positive regulation of protein binding [GO:0032092]; protein-containing complex assembly [GO:0065003]; synapse assembly [GO:0007416]; transmembrane transport [GO:0055085]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; structural molecule activity [GO:0005198]	F-actin capping protein complex [GO:0008290]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]
Q9Y490	TLN1	Talin-1	TLN1 KIAA1027 TLN	92	-1.731	0.000001	34723182.0	45956168.6	40431432.3	135491782.4	136955456.8	119282040.3	141818384.8	IRE1-mediated unfolded protein response [GO:0036498]; cell-cell junction assembly [GO:0007043]; cell-substrate junction assembly [GO:0007044]; cortical actin cytoskeleton organization [GO:0030866]; cytoskeletal anchoring at plasma membrane [GO:0007016]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; muscle contraction [GO:0006936]; platelet aggregation [GO:0070527]; platelet degranulation [GO:0002576]; viral process [GO:0016032]	LIM domain binding [GO:0030274]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; integrin binding [GO:0005178]; phosphatidylinositol binding [GO:0035091]; phosphatidylserine binding [GO:0001786]; structural constituent of cytoskeleton [GO:0005200]; vinculin binding [GO:0017166]	cell surface [GO:0009986]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]
Q13591	SEMA5A	Semaphorin-5A (Semaphorin-F) (Sema F)	SEMA5A SEMAF	3	-1.733	0.000715	1570242.4	2104026.4	1260718.8	3052914.1	4805509.4	5104456.7	10931294.7	axon extension [GO:0048675]; axonal fasciculation [GO:0007413]; blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:0002043]; cell adhesion [GO:0007155]; cell chemotaxis [GO:0060326]; cell-cell signaling [GO:0007267]; diencephalon development [GO:0021536]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of cell adhesion [GO:0007162]; negative regulation of endothelial cell apoptotic process [GO:2000352]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron projection guidance [GO:0097485]; positive chemotaxis [GO:0050918]; positive regulation of actin filament depolymerization [GO:0030836]; positive regulation of angiogenesis [GO:0045766]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell migration [GO:0030335]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of protein kinase B signaling [GO:0051897]; semaphorin-plexin signaling pathway [GO:0071526]; signal clustering [GO:1990256]	chemorepellent activity [GO:0045499]; chondroitin sulfate proteoglycan binding [GO:0035373]; heparan sulfate proteoglycan binding [GO:0043395]; semaphorin receptor binding [GO:0030215]; syndecan binding [GO:0045545]	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
